source,translation
"Rapidly fire icy bolts at the ground, leaving a shard of ice at the impact location that arms after a duration. After arming, the ice shards explode when enemies step on them, dealing more damage the longer they have been armed, up to a maximum. Can fire a limited number of bolts before needing to reload.",氷のボルトを地面に素早く放ち、着弾地点に氷のシャードを残す。シャードは短い時間の後に展開され、展開後に敵が踏むと氷の破片が爆発し、周囲の敵にダメージを与える。展開された後長い時間が経っていれば、与えるダメージが上昇する。再装填が必要になる前に、限られた数のボルトしか放つことができない。
"Load your Crossbow with a clip of icy bolts that rapidly fire at the ground, leaving a shard of ice at the impact location that arms after a duration. After arming, the ice shards explode when enemies step on them, dealing more damage the longer they have been armed, up to a maximum. Using this Skill again reloads the clip.",氷のボルトを地面に素早く放ち、着弾地点に氷のシャードを残すボルトのクリップをクロスボウに装填する。シャードは短い時間の後に展開され、展開後に敵が踏むと氷の破片が爆発し、周囲の敵にダメージを与える。展開された後長い時間が経っていれば、与えるダメージが上昇する。再装填が必要になる前に、限られた数のボルトしか放つことができない。
Rapidly fire charged bolts which release damaging pulses upon Hitting an enemy affected by a Lightning Ailment. Can fire a limited number of bolts before needing to reload.,雷系状態異常状態の敵にヒットするとダメージを与えるパルスを放つ帯電したボルトを素早く放つ。リロードが必要になるまでに放てるボルトの数には上限がある。
Load your Crossbow with a clip of charged bolts which release damaging pulses upon Hitting an enemy affected by a Lightning Ailment. Using this Skill again reloads the clip.,雷系状態異常状態の敵にヒットするとダメージを与えるパルスを放つ帯電したボルトのクリップをクロスボウに装填する。このスキルを再度使用することでクリップをリロードする。
Fire a burst of projectiles. The projectiles have a small area of damage behind where they impact enemies.,投射物を斉射する。投射物は、着弾した敵の背後の小さな範囲にダメージを与える。
"Fire flaming bolts that fragment in flight, damaging and Igniting enemies on hit, and in a small cone behind their final target. These fragments can Merge.",炎のボルトを連射する。ボルトは飛行中に破片になり、敵へのヒット時また最終ターゲットの後ろの円錐状範囲にダメージを与えると共に、発火させる。飛行中にできた破片はマージすることができる。
"Load your Crossbow with flaming bolts that fragment in flight, damaging and Igniting enemies on hit and in a small cone behind their final target. These fragments can Merge.",連射して発射できる炎のボルトをクロスボウに装填する。炎のボルトを連射する。ボルトは飛行中に破片になり、敵へのヒット時また最終ターゲットの後ろの円錐状範囲にダメージを与えると共に、発火させる。飛行中にできた破片はマージすることができる。
Fire Piercing bolts that fragment in flight. Bolts that hit a Frozen enemy Consume the Freeze and cause an explosion of ice shards. These fragments can Merge.,貫通し、飛行中に破片になるボルトを放つ。ボルトは凍結状態の敵にヒットすると、凍結を消費し、 氷の破片の爆発を発生させる。飛行中にできた破片はマージすることができる。
Load your Crossbow with Piercing bolts that fragment in flight. Bolts that hit a Frozen enemy Consume the Freeze and cause an explosion of shrapnel. Bolts that hit an Ice Crystal cause it to explode. These fragments can Merge.,貫通し、飛行中に破片になるボルトをクロスボウに装填する。ボルトが凍結状態の敵にヒットすると、凍結を消費し、 氷の破片の爆発を発生させる。または氷の結晶にボルトがヒットすると、それを爆発させる。飛行中にできた破片はマージすることができる。
"Fire icy bolts that  fragment in flight, damaging enemies on hit and in a small cone behind their final target. The icy coating on the bolts makes them extremely potent at Freezing enemies. These fragments can Merge.",飛行中に破片になる氷のボルトを放つ。敵へのヒット時および最終ターゲットの背後の円錐状範囲の敵にダメージを与える。ボルトが氷でコーティングされているため、敵を凍結させる能力が大幅に向上する。飛行中にできた破片はマージすることができる。
"Load your Crossbow with icy bolts that fragment in flight, damaging enemies on hit and in a small cone behind their final target. The icy coating on the bolts makes them extremely potent at Freezing enemies. These fragments can Merge.",飛行中に破片になる氷のボルトをクロスボウに装填する。敵へのヒット時および最終ターゲットの背後の円錐状範囲の敵にダメージを与える。ボルトが氷でコーティングされているため、敵を凍結させる能力が大幅に向上する。飛行中にできた破片はマージすることができる。
"Rapidly fire charged bolts that fragment in flight, releasing Chaining Lightning beams when they Hit enemies. Can fire a limited number of bursts before needing to reload. These fragments can Merge.",電荷を帯びたボルトを素早く放つ。ボルトは飛行中に弾片になり、敵にヒットした時に連鎖する雷を放つ。リロードが必要になるまでに放てるボルトの数には上限がある。飛行中にできた破片はマージすることができる。
"Load your Crossbow with charged bolts that fragment in flight, releasing Chaining Lightning beams when they Hit enemies. These fragments can Merge.",電荷を帯びたボルトのクリップをクロスボウに装填する。ボルトは飛行中に弾片になる。敵にヒットした時に連鎖する雷を放つ。飛行中にできた破片はマージすることができる。
Perform a fast icy Strike. Using this Attack three times in quick succession causes a final strike that is slower and more powerful.,氷のストライクを素早く行う。このアタックを連続して3回使用すると、最終ストライクはゆっくりとしたより強力な一撃となる。
"Call down a mass of ice from the sky, dealing high damage at the targeted location. Targeting close to you will cause you to jump back as you cast. Consumes a Fire Infusion if possible to cause a devastating blast of ice and fire.",上空から巨大な氷の塊を呼び寄せ、対象地点に大ダメージを与える。プレイヤーの近くを対象とした場合は、キャスト時にプレイヤーがジャンプして後ろに下がる。もし可能ならば、ファイヤーインフュージョンを消費し、氷と炎の破滅的爆発を引き起こす。
Conjure a horrific skull rising from the lightless depths to bite your enemies dealing high damage at target location and leaving Withering Ground in its wake. Targeting close to you will cause you to jump back as you cast.,光なき深淵から恐怖の頭蓋骨を呼び出し、対象とした地点の敵に嚙みつかせ高いダメージを与え、その通り道に衰弱領域を生成する。プレイヤーの近くを対象にすると、プレイヤーはキャスト時にジャンプして飛び退く。
"Deploy a Ballista Totem that rains down a salvo of Pinning, Maiming bolts.",バリスタトーテムを召喚し、敵に重傷を与える足止めのボルトをサルヴォを放たせる。
"Create a storm of arcane energies that Empowers your Mana-costing Spells while you remain inside it. Maintaining the storm constantly drains your Mana, and spending more causes it to drain faster. The storm will dissipate when you exit it or run out of Mana.",プレイヤーが中にとどまっている間にマナをコストとしスペルを強化するアーケインエネルギーの嵐を生成する。嵐を維持するためにマナを絶えず消耗し、スペルをキャストする度に消耗速度が速くなる。嵐は外に出るかマナを使い切ると消滅する。
"DNT-UNUSED Create a storm of deathly energies that Empowers your Mana-costing Spells with Cold damage while you remain inside it. Maintaining the storm constantly drains your Mana, and spending more causes it to drain faster. As the storm persists it creates slowly expanding Chilled Ground. Enemies that enter the eye of the storm are Blinded. When you leave the storm, or run out of Mana, the storm ends and unleashes a death-wave, damaging enemies on the Chilled Ground.",DNT致命的なエネルギーの嵐を生成し、プレイヤーがその中に留まっている間、冷気ダメージを与えるマナをコストとするスペルを強化する。嵐を維持するためにマナを消耗し、マナを使用するごとに消耗スピードが早くなる。嵐が持続している間、ゆっくりと広がっていく冷却領域を生成する。嵐から離れるか、またはマナが尽きると、嵐の効果が終了し、死の波動を放ち、冷却領域状の敵にダメージを与える。
"While active, conjures an icy barrier that gains stages over time. While the barrier has stages, Melee Attacks that hit you will remove a stage to cause a burst of ice that deals Cold Spell damage to the attacker.",時間経過でステージを獲得する氷のバリアを呼び出す。バリアにステージがある間、プレイヤーをヒットした近接アタックはステージを取り除き、冷気スペルダメージを攻撃者に与える氷のバーストを起こす。
"DNT-UNUSED While you channel this skill, it releases pulses of electrical energy, dealing lightning damage.",このスキルをチャネリング中、電気エネルギーのパルスを放ち、雷ダメージを与える。
Channel to Recharge Energy Shield and allow that Recharge to Overflow. Channelling ends when you take damage or your Energy Shield is fully Overflowed.,チャネリングを行い、エナジーシールドをリチャージを開始させ、そのリチャージによりエナジーシールドがオーバフローするようにする。プレイヤーがダメージを受けるか、エナジーシールドが完全にオーバーフローしたらチャネリングは終了する。
"Dash to an enemy and Strike them, Culling enemies if their life is low enough and performing additional dashing Strikes to other Cullable targets in range if your target was Culled. Each enemy killed by this strike grants a Power Charge, with higher Rarity monsters granting additional Charges. Enemies around you that can be Culled will be highlighted.",敵に向けて突進してストライクを行い、敵のライフが十分に少なければカリングストライクを与える。対象がカリングストライクを受けた場合、範囲内のカリング可能な他の対象に追加のダッシュとストライクを与える。この攻撃で倒された敵はプレイヤーにパワーチャージを付与する。レアリティが高い敵は追加のチャージを付与する。周囲にいるカリングストライクを与えられる敵はハイライトされる。
"Suffuse your Quarterstaff with electrical energy, then Slam the ground to deal damage in a large cone in front of you. Consumes your Power Charges to fire Lightning Projectiles forwards from the impact.",電気エネルギーをクォータースタッフに溜めた後、地面にスラムを行い、前方のコーン状範囲にダメージを与える。 パワーチャージを消費し、衝突地点から雷の投射物を前方に放つ。
"Uplift a volcano from the earth, damaging enemies standing on it and releasing a spray of molten Projectiles. While the volcano persists, Slamming it will cause another Projectile spray. Channelling this Skill for longer makes the initial eruption more violent, but does not affect subsequent Projectile sprays.",火山を大地から噴出させ、その上に立つ敵にダメージを与えると共に、マグマの投射物を連続して放つ。火山が持続している間、一定のインターバルで投射物を放つと共に、スラムを受けた時にも投射物を放ち続ける。スキルをより長い間チャネリングすることで最初の噴火をより強力にするが、その後に起きる投射物の噴出には影響しない。
"Activate to summon a pack of Wolf Companions. The pack treated as a single Companion for effects that count or limit Companions, regardless of the number of Wolves in the pack.",アクティベートすることでオオカミのコンパニオンの群れを召喚する。この群れは召喚したオオカミの数に関わらず、コンパニオンの効果を計算する時やコンパニオンの上限を計算する時に単一のコンパニオンとして扱われる。
"Activate to summon a cackle of Hyena Companions. The cackle is treated as a single Companion for effects that count or limit Companions, regardless of the number of Hyenas in the cackle. Hyenas whoop when they first appear, Hindering nearby enemies, and have a chance to Maim enemies they Hit.",アクティベートすることでハイエナのコンパニオンの群れを召喚する。この群れは召喚したハイエナの数に関わらず、コンパニオンの効果を計算する時やコンパニオンの上限を計算する時に単一のコンパニオンとして扱われる。ハイエナは最初に出現した時に叫び声をあげ、近くの敵を阻害し、敵にヒットした時に一定確率で重傷を付与する。
"Dash to an enemy and Strike them with an Attack that manifests a wave of cold, coating nearby enemies in shards of ice. Dealing enough damage to these enemies will shatter the shards, causing an icy explosion that deals Attack damage.",敵に向けて突進してアタックでストライクを行い、冷気の波動を出現させ、近くの敵を氷のシャードで覆う。その敵に十分なダメージを与えると、シャードが粉砕され、アタックダメージを与える氷の爆発を起こす。
"Load your Bow with a volley of enchanted arrows and fire them in a circle as you spin forward, firing directly at targets if possible. Consumes Frenzy Charges to cause the arrows to deal more damage and Chain to other targets. Each target can only be Hit once.",弓に魔力をかけられた矢を複数発装填し、それを放射状に放つと共に、前方に回転する。もし可能ならば敵に向かって直接矢を放つ。フレンジーチャージを消費し、矢のダメージを上昇させるとともに、他の敵に連鎖するようにする。それぞれの対象に一度だけヒットを与えることができる。
"Attacks with your weapon, inflicting a debuff on enemies hit by the strike. If a debuffed enemy dies while poisoned, Pestilent Strike inflicts a secondary chaos damage over time debuff on enemies around them, based on the poisons on the slain enemy. This damage is not affected by your damage modifiers.",武器で攻撃し、ストライクでヒットを受けた敵にデバフを付与する。デバフを受けた敵が毒状態で死亡した時に、ペスティレントストライクは倒した敵が持つ毒に基づいた副次的混沌継続ダメージ与えるデバフをその周囲に付与する。このダメージは使用者のダメージモッドの影響を受けない。
"Shapeshift into a Bear and rake enemies with your claws, generating Rage on Hit.",クマにシェープシフトし爪で敵を引き裂く。ヒット時に憤怒を生成する。
Make path. Slide on path. Movement skill cancel slide. Cast any other skill while sliding.,道を作りその上を滑走する。移動スキルは滑走をキャンセルする。滑走中に他のスキルをキャストする。
"Shapeshift into a Werewolf and leap to a target location, damaging enemies in an area around where you land. Predator's Mark will be Triggered targeting the highest Rarity enemy Hit, or if a Mark gem is socketed into this Skill, that Mark will be Triggered instead. Using this Skill allows any Wolf Minions you have to leap immediately.",ウェアウルフにシェープシフトし、対象とした位置にジャンプする。着地点の範囲内の敵にダメージを与える。ヒットを与えた最もレアリティの高い敵にプレデターの呪印がトリガーされるかまたは、このスキルに呪印ジェムがソケットされている場合、そのソケットされた呪印をトリガーする。このスキルを使用すると、召喚しているウルフミニオンを即座に飛びつかせる。
Call down a Shocking bolt of Lightning to strike enemies in a small area.,雷の感電を与えるボルトを呼び、狭い範囲にいる敵を攻撃する。
Strike your foes down with a powerful blow.,強力な一撃で敵を打ち倒す。
"Shapeshift into a Bear and charge forward, Slamming the ground as you run. Channelling ends after a short amount of time but can be prolonged by spending Rage.",クマにシェープシフトし、前方に突撃し、地面をスラムしながら暴れまわる。短い時間の後にチャネリングは終了するが、その時間は憤怒を使用することで延長できる。
Hurl your Spear with force. Consumes a Frenzy Charge if you have one to cause the Spear to explode at the end of its flight.,スピアを力強く投げる。フレンジーチャージを1個持っている場合、それを消費し、スピアが飛び終わった時に爆発するようにする。
"Augment yourself with temporal magic for a short duration, Empowering the next Repeatable Spell you cast to Repeat multiple times. Cannot Empower Skills with a Cooldown.",短い間、自身に時空の魔法を纏い、次にプレイヤーがキャストする繰り返し可能スペルを強化し、複数回繰り返すようにする。クールダウンを持つスキルは強化できない。
"Conjure a thunderstorm which causes lightning strikes and torrential rain in an area. Enemies in the area are Drenched, causing them to become Shocked or Frozen more easily. Plants in the area become Overgrown.",雷を降らし、雨の奔流を放つ雷雲を呼び出す。範囲内の敵は水浸しになり、容易に感電および凍結させやすくなる。範囲内の植物は生い茂るようになる。
"The enemy's Corpse violently explodes, dealing Fire damage in an area around it.",敵の死体が激しく爆発し、その周囲の範囲に火ダメージを与える。
"Shapeshift into a Bear and Slam the ground with great force, causing a pair of shockwaves. Can spend Rage to create larger shockwaves that leave behind Jagged Ground.",クマにシェープシフトして地面を力強くスラムし、対となるショックウェーブを放つ。憤怒を消費し、巨大なショックウェーブを発生させ、ギザギザ領域を残す。
"Shapeshift into a Bear and roar in defiance, immediately gaining Rage if there are enemies nearby and Empowering subsequent Attacks to Break Armour. Alternatively, socketing a human-form Warcry into this Skill triggers that Warcry instead, and augments its damage and area. This Skill's cooldown can be bypassed by expending an Endurance Charge.",クマにシェープシフトして反抗の唸り声を上げる。近くに敵がいれば、即座に憤怒を獲得し、次に行うアタックを強化し、アーマー破壊するようにする。または別の人間形態で使用するウォークライをこのスキルにソケットすることで代わりにそのウォークライをトリガーするようになり、ダメージと範囲を強化する。このスキルのクールダウンはエンデュランスチャージを1個使用することでバイパスできる。
"While active, gains Energy when you Shock enemies and triggers socketed spells on reaching maximum Energy.",アクティブ中、敵を感電させた時にエネルギーを獲得し、エネルギーが最大になった時にソケットされたスペルをトリガーする。
"While active, gains Energy when you Freeze enemies and triggers socketed spells on reaching maximum Energy.",アクティブ中、敵を凍結した時にエネルギーを獲得し、エネルギーが最大になった時にソケットされたスペルをトリガーする。
"While active, gains Energy when you Ignite enemies and triggers socketed spells on reaching maximum Energy.",アクティブ中、敵を発火した時にエネルギーを獲得し、エネルギーが最大になった時にソケットされたスペルをトリガーする。
"While active, gains Energy when you Freeze, Shock, or Ignite enemies, and triggers socketed spells on reaching maximum Energy.",アクティブ中、敵を凍結、感電または発火させた時にエネルギーを獲得し、エネルギーが最大になった時にソケットされたスペルをトリガーする。
"While active, gains Energy when you kill enemies with Melee Attacks and triggers socketed spells on reaching maximum Energy.",アクティブ中、敵を近接アタックで敵をキルした時にエネルギーを獲得し、エネルギーが最大になった時にソケットされたスペルをトリガーする。
"While active, gains Energy when you are Stunned and triggers socketed spells on reaching maximum Energy.",アクティブ中、スタンを受けた時にエネルギーを獲得し、エネルギーが最大になった時にソケットされたスペルをトリガーする。
"While active, gains Energy when you take damage and triggers socketed spells on reaching maximum Energy.",アクティブ中、ダメージを受けた時にエネルギーを獲得し、エネルギーが最大になった時にソケットされたスペルをトリガーする。
"While active, gains Energy when you Critically Hit enemies and triggers socketed Spells on reaching maximum Energy.",アクティブ中、クリティカルヒット時にエネルギーを獲得し、エネルギーが最大になった時にソケットされたスペルをトリガーする。
"While active, gains Energy when your Energy Shield is damaged by Enemy Hits. Using the Invocation once sufficient Energy is gathered will consume the Energy to trigger socketed Spells, and can trigger them multiple times if it has enough Energy.",アクティブ中、敵からのヒットによりエナジーシールドがダメージを受けた時にエネルギーを獲得する。十分なエネルギーが集まってからインボケーションを使用することで、エネルギーを消費し、ソケットされたスペルをトリガーする。十分なエネルギーがあれば、スペルを複数回トリガーすることができる。
"While active, gains Energy when you dodge roll and triggers socketed spells on reaching maximum Energy.",アクティブ中、ドッジロールを行った時にエネルギーを獲得し、エネルギーが最大になった時にソケットされたスペルをトリガーする。
"While active, gains Energy while you're channelling a skill and triggers socketed spells on reaching maximum Energy.",チャネリング中キャストはチャネリング中にエネルギーを獲得する。エネルギーが最大になった時にソケットされたすべてのスペルをトリガーする。
"While active, gains Energy when you Stun enemies with Melee Attacks and triggers socketed spells on reaching maximum Energy.",近接スタン時キャストは近接アタックで敵をスタンさせたときにエネルギーを獲得する。エネルギーが最大になった時にソケットされたすべてのスペルをトリガーする。
"While active, creates a short-lived illusory copy of yourself whenever you dodge roll. The copy can be damaged by enemies, and copies that are destroyed by an enemy will drop a Remnant that grants you a Power Charge on pickup.",ドッジロールするたびに、プレイヤー自身の幻影のコピーを短時間の生成する。コピーは敵からダメージを受けることができ、破壊されるとプレイヤーにパワーチャージを付与するレムナントをドロップする。
"While active, creates a short-lived illusory copy of yourself whenever you dodge roll. The copy can be damaged by enemies, and copies that are destroyed by an enemy will cause damaging explosions. Copies created this way have 1 Life.",アクティブ中、ドッジロールをしたときは常に、短命の自らの幻影のコピーを生成する。コピーは敵からダメージを受けることができ、敵によって破壊されたコピーはダメージを与える爆発を起こす。この方法で生成されたコピーは1のライフを持つ。
"While active, causes you to periodically gain Ghost Shrouds. If you are Hit while you have a Ghost Shroud, it is immediately consumed to recover Energy Shield based on your Evasion.",定期的にゴーストシュラウドを獲得する。ゴーストシュラウドがある時にヒットを受けると、ゴーストシュラウドを即座に消費し、回避力に基づいてエナジーシールドを回復する。
"Capture the spirit of a defeated monster, transforming this gem to instead allow you to summon the monster's ghost as a Reviving Minion.",倒したモンスターの魂を捕獲しこのジェムに変異させ、モンスターの亡霊を復活するミニオンとして召喚できるようにする。
Gain Stealth after not using Skills or being Hit for a short time.,短時間スキルを使用しなかった、または攻撃を受けなかった場合にステルスを獲得する。
Clear your active Bolt and reload any ammunition.,アクティブなボルトを取り除き、弾薬を再装填する。
"Summon a Reviving Companion to aid you in combat. The Mercenary will use socketed Attacks, and can be given equipment in the Skills Panel.",戦闘を支援する復活するコンパニオンを召喚する。マーセナリーはソケットされたアタックを使用し、スキルパネルで装備を変更することができる。
Fire a bouncing Grenade that unleashes a devastating fiery blast when its fuse expires.,フューズが切れた時に壊滅的な爆風を巻き起こす、跳ねるグレネードを放つ。
"Fire a bouncing Grenade that unleashes a Blinding, Stunning explosion when its fuse expires.",フューズが切れた時に盲目にさせスタンさせる爆発を起こす、跳ねるグレネードを放つ。
"Fire a bouncing Grenade that causes a burst of Poison gas when its fuse expires, damaging enemies and leaving behind a growing Poison cloud. Burning effects or Detonator skills will cause the cloud to explode in a fiery blast.",フューズが切れた時に毒ガスの爆発を引き起こし、敵にダメージを与え成長する毒雲を残す、跳ねるグレネードを放つ。燃焼効果または起爆スキルは雲を爆発させ、火の爆風を引き起こす。
"Fire a bouncing Grenade that bursts in a spray of Oil when the fuse expires or when it impacts an Enemy, dealing minimal damage but covering the ground and nearby enemies in Oil. Oil created this way can be Ignited by Detonator Skills or Ignited Ground.",フューズが切れた時または敵と接触した時に爆発しオイルをまき散らす跳躍するグレネードを放つ。そのグレネードの爆発は最小のダメージしか与えないが、近くの敵と地面をオイルで覆い、近くの敵をオイル塗れにする。この方法で生成されたオイルは起爆スキルまたは燃焼領域で発火させることができる。
Attacks with a bouncing bomb that explodes on hit.,爆発を起こし、燃焼領域が生成する、跳ねる爆弾を遅れて放つ。
"Fire a bouncing Grenade that discharges an Electrocuting Lightning blast when its fuse expires, causing all Lightning Hits against enemies to contribute to Electrocution buildup for a duration.",フューズが切れた時に麻痺を引き起こす雷の爆発を放出する、跳ねるグレネードを放つ。敵に対する全ての雷ヒットダメージが一定時間麻痺蓄積に寄与できるようにする。
Revive a fallen Skeleton,フォールンスケルトンを復活させる
"Skewer a Skeleton on a bone spike to send nearby Minions into a frenzy as long as the spike remains, making their skills faster and harder hitting.
The bone spike is itself a Minion. If it dies, the effect ends immediately.",骨のスパイクでスケルトンを串刺しにすることでスパイクが残っている間近くのミニオンを狂乱状態にし、そのスキル使用を素早くし、ダメージを上昇させる。骨のスパイク自体もミニオンで、もし、スパイクが死亡した場合、その効果はすぐに終了する。
A Slam that causes Aftershocks when hitting an Immobilised enemy.,固定された敵をヒットすると余波を引き起こすスラム。
"Enrage all Skeletal Reavers, causing them to lose life over time and gain Rage on hit.",すべてのスケルトンリーバーを激怒させ、時間の経過とともにライフを失わせるが、ヒット時に憤怒を獲得するようにする。
"Rain an arrow down from above, creating a cloud of flammable poisonous gas where it lands. The cloud will detonate if hit by a Detonator skill or if an Ignited enemy touches it, creating a fiery explosion.",上空から矢を降らせ、着地した場所に可燃性の毒ガスの雲を発生させる。雲は起爆スキルによるヒットを受けるか、発火状態の敵が雲に触れると、雲は爆破し、炎の爆発を引き起こす。
"The Azmerian Wolf howls, reaching out to the spirits to begin an Eternal Hunt. While the Eternal Hunt persists, spirits manifest as spectral wolves to ambush foes, damaging and Maiming enemies they Hit before disappearing.",アズメリのオオカミが遠吠えを行い、精霊にエターナルハントを行うよう訴える。エターナルハントが続いている間、精霊がスペクトラルウルフを出現させる。スピリットウルフは敵を奇襲し、ダメージを与えると共にヒットを与えた敵に重傷を付与した後に消滅する。
"Lightning bolts strike all fallen Skeletons in the area, creating Shocked Ground around them.",範囲内の倒れているスケルトンを雷のボルトで攻撃し、その周囲に感電領域を生成する。
"Detonate an allied Minion whose current Life is below a threshold, dealing heavy Attack damage to nearby enemies.",閾値未満のライフの味方のミニオンを起爆し、周囲の敵に膨大なアタックダメージを与える。
"Command Navira to bolster your Energy Shield, causing it to begin Recharging immediately and granting you increased Energy Shield Recharge Rate for a duration.",ナヴィラにコマンドし、プレイヤーのエナジーシールドをブーストし、即座にリチャージが開始するようにする。また一定時間エナジーシールドリチャージレートの増加を付与する。
"When you Command Navira to use a Skill, she also emits a restorative wave that grants you and any other Allies it touches increased Mana Regeneration for a short duration.",ナヴィラにスキルを使用するようコマンドした時に、ナヴィラは波動を放ち、それに触れたプレイヤーと他の味方に短い時間マナ自動回復増加を付与する。
"Perform a series of aggressive Strikes. When used in quick succession, the third use Strikes three times, and the fourth use performs a Final Strike that calls down a powerful Shocking bolt.",連続してストライク攻撃を行う。連続で使用すると、3回目の使用時には3連続のストライク攻撃を行う。4回目の使用時には感電させる強力な稲妻を呼び寄せる最終ストライクとなる。
"Dash to an enemy and Strike them, instantly Heavily Stunning enemies which are Primed for Stun and performing additional dashing Strikes to other Primed targets in range if your first target was Stunned. Heavy Stunning an enemy with this Skill grants you a Buff that causes your Quarterstaff Attacks to also fire Projectiles for a short duration. Heavy Stunning additional enemies adds to the Buff's duration.",敵に向かってダッシュし、ストライクする。スタン寸前の敵を即座にヘビースタンさせる。最初の対象がヘビースタンを受けた場合、範囲内のスタン寸前の他の対象に追加のダッシュとストライクを与える。このスキルで敵をヘビースタンすると、クォータースタッフアタックが短時間投射物も放つようになるバフを得る。さらに敵をヘビースタンさせることでバフの持続時間が追加される。
"Consume all Power Charges to charge your Quarterstaff with electricity, adding Lightning damage and a Lightning shockwave to your Quarterstaff Attacks. Reusing this skill while the Buff is active adds to the Buff's duration and damage.",すべてのパワーチャージを消費してクォータースタッフに電気を注入し、雷ダメージおよび雷の衝撃波をクォータースタッフのアタックに追加する。バフがアクティブな間にスキルを再使用すると、バフの持続時間とダメージを追加する。
"Dash to a target and Strike them with your Quarterstaff. If the target is Shocked, Consume their Shock to release a Lightning shockwave around the target and grant you a Power Charge. This skill cannot be Ancestrally Boosted.",対象に向かってダッシュしクォータースタッフでストライクする。対象が感電状態の場合、感電を消費して対象の周囲に雷の衝撃波を放ち、プレイヤーにパワーチャージを付与する。このスキルは先祖の加護を得ることができない。
"Build Combo by successfully Striking Enemies with other skills. After reaching maximum Combo, use this skill to cause the Bell on your staff to grow to massive size as you drop it on the ground. The Bell damages enemies on impact and can be Hit by your skills, creating a damaging shockwave. Elemental Ailments applied to the Bell cause its shockwaves to deal extra damage of the corresponding type, and Hits which would have caused Knockback increase the area of effect of the shockwaves.",他のスキルで敵へのストライクに成功することでコンボを構築する。最大コンボに達した後、このスキルを使用し、スタッフにつけた鐘を地面に置き巨大なサイズに成長するようにする。鐘は衝突時に敵にダメージを与えると共に、スキルによってヒット可能で、その鐘はダメージを与える衝撃波を放つ。鐘に元素系状態異常を付与すると、その衝撃波は対応する属性の追加ダメージを与える。ノックバックを与えるはずだったヒットは衝撃波の効果範囲を増やす。
Direct your permanent minions to attack a target or move to a location.,永続ミニオンに命令し、対象を攻撃または指定地点まで移動させる。
Leap backward and crack the ground with your staff to call forth an Ice Crystal which can be damaged by you and enemies. If the Crystal is destroyed it causes an icy explosion. This skill can be used while using other skills.,後ろに飛んで下がってスタッフで地面を叩き、氷の結晶を呼び出す。氷の結晶はプレイヤーおよび敵によってダメージ受けることがある。氷の結晶が破壊された場合、氷の爆発を起こす。このスキルは他のスキルを使用している時に使用することができる。
"Channel to conjure a swarm of bone spikes in the air, then release to fire them at enemies and explode. Shrapnel Impales enemies Hit, causing subsequent Attack Hits against those targets to deal extra damage. Consumes your Power Charges to cause much larger explosions.",チャネリングして空中に骨のスパイクの群れを呼び出し、敵に向けて解き放ち爆発させる。弾片はヒットを与えた敵を串刺しにし、その対象に対する次に行うアタックで追加のダメージを与えられるようにする。パワーチャージを消費することで、さらに巨大な爆発を引き起こすようになる。
"Raise a ring of bone spikes around you. The spikes are destroyed when enemies touch them, damaging and Pinning those enemies. Raising a new ring of spikes destroys the previous one.",プレイヤーの周囲に環状に骨のスパイクを呼び出す。敵が触れるとスパイクは破壊され、周囲の敵にダメージを与え足止めする。新しく骨のスパイクを呼び出すと、以前生成していたものは破壊される。
Consume Corpses in an area,エリア内の死体を消費する。
"Raise spikes of bone from the earth in front of you, damaging enemies. The bones of Corpses and dead Reviving Minions in the area are ripped out and reassembled into short-lived Bone Construct Minions that fight for you. Larger Corpses create more than one Bone Construct.",前方の地面から骨の釘を呼び出し敵にダメージを与える。エリア内の死体の骨および死亡した復活するミニオンの骨は引き抜かれ、骨で構成された短命のボーンコンストラクトミニオンとなり、プレイヤーのために戦う。巨大な死体は1体以上のボーンコンストラクトを生成する。
"Channel to charge up before firing off a burning arrow. At maximum stages, the arrow will create a Detonating explosion at the end of its flight.",チャネリングし、力を貯め、その後燃焼する矢を放つ。最大チャージに達すると、矢は飛行の最期で起爆し、その周囲の範囲を爆発させる。
"Fire a virulent arrow that creates a burst of Poison on hit, affecting all enemies in an area.",有毒な矢を放ち、ヒット時に毒の爆発を発生させ、範囲内の全ての敵に影響を与える。
"Fire a rain of Toxic Pustules into the air. The Pustules deal damage on impact, then Detonate after a delay. They can also be Poisoned, causing them to Detonate faster and more violently.",有毒な膿疱矢の雨を上空に放つ。膿疱は着弾時にダメージを与え、短い遅延の後に爆発する。膿疱には毒を付与でき、それによりより速く、より激しく爆発させられるようになる。
"Fire an arrow that embeds where it lands for a short duration. At the end of the duration, a Lightning Bolt strikes the arrow, disintegrating it and damaging enemies, with a high chance to Shock. Shocking any enemy with the Bolt also applies Shock to all enemies near the impact.",着弾箇所に短い持続時間の間、残る矢を放つ。持続時間の終わりに、雷の稲妻が矢に落雷し、その矢を分解し、敵にダメージを与え、高い確率で感電を引き起こす。落雷により生じた感電は落雷地点の近くにいる敵に伝染する。
"Fires an arrow that embeds where it lands for a short duration. At the end of the duration, the arrow explodes in spectral flame, turning it to ashes and damaging enemies, with a high chance to Ignite. Igniting any enemy with the Explosion also applies Ignite to enemies within range.",着弾箇所に短い持続時間の間、残る矢を放つ。持続時間の終わりに、スペクトラルの炎を出し爆発し、矢は灰となり敵にダメージを与える。高い確率で敵を発火させる。爆発で敵を発火させると範囲内の他の敵にも発火を付与する。
