source,translation
Runeforged River Raiment,ルーンフォージの川の装束
Runeforged Adherent's Raiment,ルーンフォージの信奉者の装束
Runeforged Ceremonial Robe,ルーンフォージの儀式のローブ
Runeforged Mantled Mail,ルーンフォージの外套付きメイル
Runeforged Trailblazer Armour,ルーンフォージの開拓者の鎧
Runeforged Golden Mail,ルーンフォージのゴールデンメイル
Runeforged Occultist Mantle,ルーンフォージのオカルティストの外套
Runeforged Plated Vestments,ルーンフォージの板金の祭服
Runeforged Heartcarver Mantle,ルーンフォージのハートカーヴァーの外套
Runeforged Itinerant Jacket,ルーンフォージの旅回りのジャケット
Runeforged Hatungo Garb,ルーンフォージのハトゥンゴの衣
Runeforged Hawker's Jacket,ルーンフォージの行商人のジャケット
Runeforged Primal Markings,ルーンフォージの原始の刻印
Runeforged Rusted Greathelm,ルーンフォージの錆びたグレートヘルム
Runeforged Soldier Greathelm,ルーンフォージの兵士のグレートヘルム
Runeforged Wrapped Greathelm,ルーンフォージの巻き布のグレートヘルム
Runeforged Spired Greathelm,ルーンフォージの尖塔のグレートヘルム
Runeforged Elite Greathelm,ルーンフォージの精鋭のグレートヘルム
Runeforged Warrior Greathelm,ルーンフォージの戦士のグレートヘルム
Runeforged Commander Greathelm,ルーンフォージの指揮官のグレートヘルム
Runeforged Fierce Greathelm,ルーンフォージの獰猛なグレートヘルム
Runeforged Sentinel Greathelm,ルーンフォージの歩哨のグレートヘルム
Runeforged Goliath Greathelm,ルーンフォージのゴライアスのグレートヘルム
Runeforged Guardian Greathelm,ルーンフォージの守護者のグレートヘルム
Runeforged Shabby Hood,ルーンフォージの擦り切れたフード
Runeforged Felt Cap,ルーンフォージのフェルトの帽子
Runeforged Lace Hood,ルーンフォージのレースのフード
Runeforged Swathed Cap,ルーンフォージの巻き布の帽子
Runeforged Hunter Hood,ルーンフォージの狩人のフード
Runeforged Viper Cap,ルーンフォージの毒蛇の帽子
Runeforged Corsair Cap,ルーンフォージのコルセアの帽子
Runeforged Leatherbound Hood,ルーンフォージの皮張りのフード
Runeforged Velvet Cap,ルーンフォージのベルベットの帽子
Runeforged Covert Hood,ルーンフォージの隠密のフード
Runeforged Armoured Cap,ルーンフォージの装甲帽子
Runeforged Twig Circlet,ルーンフォージの小枝のサークレット
Runeforged Wicker Tiara,ルーンフォージの枝編みのティアラ
Runeforged Beaded Circlet,ルーンフォージのビーズのサークレット
Runeforged Chain Tiara,ルーンフォージの鎖のティアラ
Runeforged Feathered Tiara,ルーンフォージの羽根付きのティアラ
Runeforged Gold Circlet,ルーンフォージの金のサークレット
Runeforged Vermeil Circlet,ルーンフォージのヴァーミルサークレット
Runeforged Jade Tiara,ルーンフォージの翡翠のティアラ
Runeforged Noble Circlet,ルーンフォージの貴族のサークレット
Runeforged Twilight Tiara,ルーンフォージの黄昏のティアラ
Runeforged Magus Tiara,ルーンフォージの魔導士のティアラ
Runeforged Brimmed Helm,ルーンフォージのつば付き兜
Runeforged Guarded Helm,ルーンフォージの防護兜
Runeforged Visored Helm,ルーンフォージのバイザー付き兜
Runeforged Cowled Helm,ルーンフォージの頭巾付き兜
Runeforged Shielded Helm,ルーンフォージの盾付き兜
Runeforged Closed Helm,ルーンフォージのクローズヘルム
Runeforged Decorated Helm,ルーンフォージの装飾兜
Runeforged Gallant Helm,ルーンフォージの勇士のヘルム
Runeforged Iron Crown,ルーンフォージの鉄の冠
Runeforged Horned Crown,ルーンフォージの角の冠
Runeforged Cultist Crown,ルーンフォージのカルト信者の冠
Runeforged Martyr Crown,ルーンフォージの殉教者の冠
Runeforged Heavy Crown,ルーンフォージの重装の冠
Runeforged Spiritbone Crown,ルーンフォージのスピリットボーンの冠
Runeforged Lavish Crown,ルーンフォージの豪華な冠
Runeforged Archon Crown,ルーンフォージのアルコンの冠
Runeforged Hewn Mask,ルーンフォージの粗削りの仮面
Runeforged Face Mask,ルーンフォージのフェースマスク
Runeforged Hooded Mask,ルーンフォージのフード付きの仮面
Runeforged Veiled Mask,ルーンフォージのベール付きの仮面
Runeforged Tribal Mask,ルーンフォージの部族の仮面
Runeforged Solid Mask,ルーンフォージの頑丈な仮面
Runeforged Shaded Mask,ルーンフォージの遮光の仮面
Runeforged Death Mask,ルーンフォージのデスマスク
Runeforged Elegant Greathelm,ルーンフォージのエレガントグレートヘルム
Runeforged Noble Greathelm,ルーンフォージの貴族のグレートヘルム
Runeforged Wrapped Cap,ルーンフォージの巻き布の帽子
Runeforged Deerstalker Hood,ルーンフォージの鹿猟師のフード
Runeforged Sandsworn Tiara,ルーンフォージの砂漠の民のティアラ
Runeforged Jungle Tiara,ルーンフォージのジャングルティアラ
Runeforged Cabalist Helm,ルーンフォージの秘教の冠
Runeforged Gladiatorial Helm,ルーンフォージの剣闘士の兜
Runeforged Hallowed Crown,ルーンフォージの神聖な冠
Runeforged Inquisitor Crown,ルーンフォージの審問官の冠
Runeforged Pariah Mask,ルーンフォージの追放者の仮面
Runeforged Avian Mask,ルーンフォージの鳥の仮面
Runeforged Grand Visage,ルーンフォージの大いなる顔飾り
Runeforged Stocky Mitts,ルーンフォージのがっしりとしたミット
Runeforged Riveted Mitts,ルーンフォージのリベット付きミット
Runeforged Tempered Mitts,ルーンフォージの焼き入れミット
Runeforged Bolstered Mitts,ルーンフォージの補強ミット
Runeforged Moulded Mitts,ルーンフォージの成形ミット
Runeforged Detailed Mitts,ルーンフォージの精巧なミット
Runeforged Titan Mitts,ルーンフォージのタイタンのミット
Runeforged Grand Mitts,ルーンフォージの大いなるミット
Runeforged Suede Bracers,ルーンフォージのスエードの弓籠手
Runeforged Firm Bracers,ルーンフォージの頑丈な弓籠手
Runeforged Bound Bracers,ルーンフォージの固定式の弓籠手
Runeforged Sectioned Bracers,ルーンフォージの分割式の弓籠手
Runeforged Spined Bracers,ルーンフォージの針付きの弓籠手
Runeforged Fine Bracers,ルーンフォージの上質な弓籠手
Runeforged Hardened Bracers,ルーンフォージの焼き入れの弓籠手
Runeforged Engraved Bracers,ルーンフォージの彫刻の弓籠手
Runeforged Torn Gloves,ルーンフォージの破れた手袋
Runeforged Sombre Gloves,ルーンフォージの陰鬱な手袋
Runeforged Stitched Gloves,ルーンフォージの縫い合わせの手袋
Runeforged Jewelled Gloves,ルーンフォージの宝石をあしらった手袋
Runeforged Intricate Gloves,ルーンフォージの手の込んだ手袋
Runeforged Pauascale Gloves,ルーンフォージのパウアスケール手袋
Runeforged Embroidered Gloves,ルーンフォージの刺繍入りの手袋
Runeforged Adorned Gloves,ルーンフォージの装飾の手袋
Runeforged Ringmail Gauntlets,ルーンフォージのリングメイルガントレット
Runeforged Layered Gauntlets,ルーンフォージの層状のガントレット
Runeforged Doubled Gauntlets,ルーンフォージの二重のガントレット
Runeforged Plate Gauntlets,ルーンフォージのプレートガントレット
Runeforged Burnished Gauntlets,ルーンフォージの研磨されたガントレット
Runeforged Ornate Gauntlets,ルーンフォージの装飾のガントレット
Runeforged Rope Cuffs,ルーンフォージの縄のカフス
Runeforged Aged Cuffs,ルーンフォージの年季の入ったカフス
Runeforged Goldcast Cuffs,ルーンフォージの金鋳造のカフス
Runeforged Kalguuran Cuffs,ルーンフォージのカルグールのカフス
Runeforged Righteous Cuffs,ルーンフォージの正義のカフス
Runeforged Signet Cuffs,ルーンフォージの印章のカフス
Runeforged Gauze Wraps,ルーンフォージの薄布のラップ
Runeforged Linen Wraps,ルーンフォージのリネンのラップ
Runeforged Spiral Wraps,ルーンフォージのスパイラルラップ
Runeforged Buckled Wraps,ルーンフォージのバックル付きのラップ
Runeforged Furtive Wraps,ルーンフォージの隠密のラップ
Runeforged Utility Wraps,ルーンフォージの実用的なラップ
Runeforged Ancient Mitts,ルーンフォージの古代のミット
Runeforged Feathered Mitts,ルーンフォージの羽根付きのミット
Runeforged Refined Bracers,ルーンフォージの洗練された弓籠手
Runeforged Spiked Bracers,ルーンフォージのスパイク付きの弓籠手
Runeforged Baroque Gloves,ルーンフォージのバロックの手袋
Runeforged Gold Gloves,ルーンフォージの金の手袋
Runeforged Zealot Gauntlets,ルーンフォージの狂信者のガントレット
Runeforged Ornate Cuffs,ルーンフォージの華美なカフス
Runeforged Adorned Wraps,ルーンフォージの装飾のあるラップ
Runeforged Grand Manchettes,ルーンフォージの大いなるマンシェット
Runeforged Rough Greaves,ルーンフォージの粗末なグリーヴ
Runeforged Iron Greaves,ルーンフォージの鉄のグリーヴ
Runeforged Bronze Greaves,ルーンフォージの青銅のグリーヴ
Runeforged Trimmed Greaves,ルーンフォージの縁取りのグリーヴ
Runeforged Stone Greaves,ルーンフォージの石のグリーヴ
Runeforged Reefsteel Greaves,ルーンフォージのリーフスチールグリーヴ
Runeforged Monument Greaves,ルーンフォージのモニュメントグリーヴ
Runeforged Totemic Greaves,ルーンフォージのトーテムのグリーヴ
Runeforged Rawhide Boots,ルーンフォージの生皮のブーツ
Runeforged Laced Boots,ルーンフォージのレースのブーツ
Runeforged Embossed Boots,ルーンフォージのエンボスのブーツ
Runeforged Steeltoe Boots,ルーンフォージの鋼製つま先ブーツ
Runeforged Lizardscale Boots,ルーンフォージのリザードスケールブーツ
Runeforged Flared Boots,ルーンフォージのフレアブーツ
Runeforged Leatherplate Boots,ルーンフォージのレザープレートブーツ
Runeforged Embroidered Boots,ルーンフォージの刺繍入りブーツ
Runeforged Straw Sandals,ルーンフォージの麦わらのサンダル
Runeforged Wrapped Sandals,ルーンフォージの巻き布のサンダル
Runeforged Lattice Sandals,ルーンフォージの格子のサンダル
Runeforged Silk Slippers,ルーンフォージのシルクの履物
Runeforged Feathered Sandals,ルーンフォージの羽根付きのサンダル
Runeforged Flax Sandals,ルーンフォージの亜麻のサンダル
Runeforged Studded Sandals,ルーンフォージの鋲付きのサンダル
Runeforged Elaborate Sandals,ルーンフォージの精巧なサバトン
Runeforged Mail Sabatons,ルーンフォージのメイルサバトン
Runeforged Braced Sabatons,ルーンフォージの補強されたサバトン
Runeforged Stacked Sabatons,ルーンフォージの多層サバトン
Runeforged Covered Sabatons,ルーンフォージの覆い付きのサバトン
Runeforged Flexile Sabatons,ルーンフォージの柔軟なサバトン
Runeforged Bold Sabatons,ルーンフォージの剛胆なサバトン
Runeforged Padded Leggings,ルーンフォージのパッド入りのレギンス
Runeforged Secured Leggings,ルーンフォージの留め具付きのレギンス
Runeforged Pelt Leggings,ルーンフォージの獣皮のレギンス
Runeforged Weaver Leggings,ルーンフォージの織り手のレギンス
Runeforged Gilt Leggings,ルーンフォージの金装のレギンス
Runeforged Pious Leggings,ルーンフォージの敬虔なレギンス
Runeforged Frayed Shoes,ルーンフォージの擦り切れた靴
Runeforged Threaded Shoes,ルーンフォージのスレッドシューズ
Runeforged Hunting Shoes,ルーンフォージのハンティングシューズ
Runeforged Steelpoint Shoes,ルーンフォージのスチールポイントシューズ
Runeforged Velour Shoes,ルーンフォージのベロアシューズ
Runeforged Bladed Shoes,ルーンフォージの刃付きシューズ
Runeforged Elegant Greaves,ルーンフォージのエレガントグリーヴ
Runeforged Carved Greaves,ルーンフォージの彫刻のあるグリーヴ
Runeforged Studded Boots,ルーンフォージの鋲付きのブーツ
Runeforged Serpentscale Boots,ルーンフォージのサーペントスケールブーツ
Runeforged Elegant Slippers,ルーンフォージのエレガントスリッパ
Runeforged Dunerunner Sandals,ルーンフォージのデューンランナーサンダル
Runeforged Bastion Sabatons,ルーンフォージの要塞のサバトン
Runeforged Shamanistic Leggings,ルーンフォージのシャーマンのレギンス
Runeforged Treerunner Shoes,ルーンフォージのツリーランナーシューズ
Runeforged Grand Cuisses,ルーンフォージの大いなる脛当て
Runeforged Splintered Tower Shield,ルーンフォージの割れたタワーシールド
Runeforged Painted Tower Shield,ルーンフォージの彩色のタワーシールド
Runeforged Braced Tower Shield,ルーンフォージの補強のタワーシールド
Runeforged Barricade Tower Shield,ルーンフォージの防壁のタワーシールド
Runeforged Effigial Tower Shield,ルーンフォージの立像のタワーシールド
Runeforged Rampart Tower Shield,ルーンフォージの城壁のタワーシールド
Runeforged Heraldric Tower Shield,ルーンフォージの紋章のタワーシールド
Runeforged Stone Tower Shield,ルーンフォージの石のタワーシールド
Runeforged Crucible Tower Shield,ルーンフォージの試練のタワーシールド
Runeforged Ancestor Tower Shield,ルーンフォージの先祖のタワーシールド
Runeforged Phalanx Tower Shield,ルーンフォージのファランクスのタワーシールド
Runeforged Defiant Tower Shield,ルーンフォージの反抗のタワーシールド
Runeforged Blacksteel Tower Shield,ルーンフォージの黒鉄のタワーシールド
Runeforged Hardwood Targe,ルーンフォージの堅木のタージ
Runeforged Pelage Targe,ルーンフォージの毛皮のタージ
Runeforged Studded Targe,ルーンフォージの鋲付きのタージ
Runeforged Crescent Targe,ルーンフォージの三日月のタージ
Runeforged Chiseled Targe,ルーンフォージの彫り込みのあるタージ
Runeforged Feathered Targe,ルーンフォージの羽根付きのタージ
Runeforged Stratified Targe,ルーンフォージの重層タージ
Runeforged Carved Targe,ルーンフォージの彫刻のタージ
Runeforged Mosaic Targe,ルーンフォージのモザイクタージ
Runeforged Aureate Targe,ルーンフォージの金色のタージ
Runeforged Grand Targe,ルーンフォージの大いなるタージ
DNT Venerable Defender,DNT-UNUSED Venerable Defender
Runeforged Blazon Crest Shield,ルーンフォージの家紋のクレストシールド
Runeforged Sigil Crest Shield,ルーンフォージの刻印のクレストシールド
Runeforged Emblem Crest Shield,ルーンフォージの紋章のクレストシールド
Runeforged Jingling Crest Shield,ルーンフォージの鈴音のクレストシールド
Runeforged Sectarian Crest Shield,ルーンフォージの教団のクレストシールド
Runeforged Omen Crest Shield,ルーンフォージのお告げのクレストシールド
Runeforged Wayward Crest Shield,ルーンフォージの気まぐれなクレストシールド
Runeforged Seer Crest Shield,ルーンフォージの先見のクレストシールド
Runeforged Stoic Crest Shield,ルーンフォージの不動のクレストシールド
Runeforged Empyreal Crest Shield,ルーンフォージの天上のクレストシールド
Runeforged Deified Crest Shield,ルーンフォージの神聖なクレストシールド
Runeforged Leather Buckler,ルーンフォージの革のバックラー
Runeforged Wooden Buckler,ルーンフォージの木のバックラー
Runeforged Plated Buckler,ルーンフォージのプレートバックラー
Runeforged Iron Buckler,ルーンフォージの鉄のバックラー
Runeforged Ridged Buckler,ルーンフォージのリッジバックラー
Runeforged Spiked Buckler,ルーンフォージのトゲ付きのバックラー
Runeforged Ringed Buckler,ルーンフォージのリングバックラー
Runeforged Edged Buckler,ルーンフォージのエッジバックラー
Runeforged Laminate Buckler,ルーンフォージのラミネートバックラー
Runeforged Pearl Buckler,ルーンフォージの真珠のバックラー
Runeforged Ornate Buckler,ルーンフォージの装飾のバックラー
Runeforged Array Buckler,ルーンフォージの整列のフォーカス
Runeforged Aegis Buckler,ルーンフォージのイージスバックラー
Runeforged Bulwark Tower Shield,ルーンフォージの砦のタワーシールド
Runeforged Noble Tower Shield,ルーンフォージの貴族のタワーシールド
Runeforged Goldworked Tower Shield,ルーンフォージの金細工のタワーシールド
Runeforged Polished Targe,ルーンフォージの磨かれたタージ
Runeforged Stone Targe,ルーンフォージの石のタージ
Runeforged Avian Targe,ルーンフォージの鳥のタージ
Runeforged Dekharan Crest Shield,ルーンフォージのデカーラ・クレストシールド
Runeforged Quartered Crest Shield,ルーンフォージの四分割のクレストシールド
Runeforged Glowering Crest Shield,ルーンフォージの威圧的なクレストシールド
Runeforged Spikeward Buckler,ルーンフォージのスパイクワードバックラー
Runeforged Jingling Buckler,ルーンフォージの鈴音のバックラー
Runeforged Bladeguard Buckler,ルーンフォージのブレードガードバックラー
Runeforged Twig Focus,ルーンフォージの小枝のフォーカス
Runeforged Woven Focus,ルーンフォージの編み物のフォーカス
Runeforged Antler Focus,ルーンフォージの枝角のフォーカス
Runeforged Engraved Focus,ルーンフォージの彫刻のフォーカス
Runeforged Tonal Focus,ルーンフォージの調性のフォーカス
Runeforged Crystal Focus,ルーンフォージの結晶のフォーカス
Runeforged Voodoo Focus,ルーンフォージのブードゥーフォーカス
Runeforged Plumed Focus,ルーンフォージの羽飾りのフォーカス
Runeforged Runed Focus,ルーンフォージのルーンのフォーカス
Runeforged Whorl Focus,ルーンフォージの渦巻のフォーカス
Runeforged Elegant Focus,ルーンフォージのエレガントフォーカス
Runeforged Attuned Focus,ルーンフォージの調和のフォーカス
Runeforged Magus Focus,ルーンフォージの魔導士のフォーカス
Runeforged Arrayed Focus,ルーンフォージの整列のフォーカス
Runeforged Cultist Focus,ルーンフォージのカルト信者のフォーカス
Runeforged Hallowed Focus,ルーンフォージの神聖なフォーカス
Runeforged Soldier Cuirass,ルーンフォージの兵士の胴鎧
Runeforged Ornate Plate,ルーンフォージの華美なプレート
Runeforged Utzaal Cuirass,ルーンフォージのウトザールの胴鎧
Runeforged Warlord Cuirass,ルーンフォージのウォーロードの胴鎧
Runeforged Swiftstalker Coat,ルーンフォージのスイフトストーカーコート
Runeforged Slipstrike Vest,ルーンフォージのスリップストライクベスト
Runeforged Wyrmscale Coat,ルーンフォージのワームスケイルコート
Runeforged Corsair Coat,ルーンフォージの海賊のコート
Runeforged Vile Robe,ルーンフォージの悪辣のローブ
Runeforged Flowing Raiment,ルーンフォージの緩やかな装束
Runeforged Sacramental Robe,ルーンフォージの聖餐のローブ
Runeforged Feathered Raiment,ルーンフォージの羽付きの装束
Runeforged Dastard Armour,ルーンフォージの卑怯者の鎧
Runeforged Shrouded Mail,ルーンフォージのシュラウドメイル
Runeforged Death Mail,ルーンフォージのデスメイル
Runeforged Thane Mail,ルーンフォージの族長のメイル
Runeforged Wolfskin Mantle,ルーンフォージの狼皮の外套
Runeforged Conjurer Mantle,ルーンフォージの祈祷師の外套
Runeforged Death Mantle,ルーンフォージの死の外套
Runeforged Seastorm Mantle,ルーンフォージのシーストームの外套
Runeforged Sleek Jacket,ルーンフォージの艶のあるジャケット
Runeforged Rambler Jacket,ルーンフォージの散策者のジャケット
Runeforged Falconer's Jacket,ルーンフォージの鷹匠のジャケット
Runeforged Austere Garb,ルーンフォージの禁欲の衣
Runeforged Warmonger Greathelm,ルーンフォージの戦争屋のグレートヘルム
Runeforged Masked Greathelm,ルーンフォージの仮面のグレートヘルム
Runeforged Paragon Greathelm,ルーンフォージのパラゴンのグレートヘルム
Runeforged Imperial Greathelm,ルーンフォージの帝国のグレートヘルム
Runeforged Woven Cap,ルーンフォージの織り帽子
Runeforged Desert Cap,ルーンフォージの砂漠の帽子
Runeforged Trapper Hood,ルーンフォージの罠師のフード
Runeforged Freebooter Cap,ルーンフォージの海賊の帽子
Runeforged Skycrown Tiara,ルーンフォージのスカイクラウンティアラ
Runeforged Sorcerous Tiara,ルーンフォージの術師のティアラ
Runeforged Kamasan Tiara,ルーンフォージのカマサのティアラ
Runeforged Ancestral Tiara,ルーンフォージの先祖のティアラ
Runeforged Warded Helm,ルーンフォージの保護兜
Runeforged Cryptic Helm,ルーンフォージの謎めいた兜
Runeforged Champion Helm,ルーンフォージの王者の兜
Runeforged Druidic Crown,ルーンフォージのドルイドの冠
Runeforged Saintly Crown,ルーンフォージの聖人の冠
Runeforged Divine Crown,ルーンフォージの神の冠
Runeforged Cryptic Crown,ルーンフォージの謎の冠
Runeforged Brigand Mask,ルーンフォージの盗賊の仮面
Runeforged Faridun Mask,ルーンフォージのファリドゥンの仮面
Runeforged Soaring Mask,ルーンフォージの飛翔の仮面
Runeforged Grinning Mask,ルーンフォージの嘲笑の仮面
Runeforged Knightly Mitts,ルーンフォージの騎士のミット
Runeforged Ornate Mitts,ルーンフォージの華美なミット
Runeforged Vaal Mitts,ルーンフォージのヴァールのミット
Runeforged Massive Mitts,ルーンフォージの巨大なミット
Runeforged Stalking Bracers,ルーンフォージの追跡者の弓籠手
Runeforged Grand Bracers,ルーンフォージの荘厳な弓籠手
Runeforged Barbed Bracers,ルーンフォージのトゲ付きの弓籠手
Runeforged Polished Bracers,ルーンフォージの磨かれた弓籠手
Runeforged Grim Gloves,ルーンフォージの不気味な手袋
Runeforged Opulent Gloves,ルーンフォージの絢爛な手袋
Runeforged Vaal Gloves,ルーンフォージのヴァールの手袋
Runeforged Sirenscale Gloves,ルーンフォージのサイレーンスケイルの手袋
Runeforged Steelmail Gauntlets,ルーンフォージのスチールメイルガントレット
Runeforged Commander Gauntlets,ルーンフォージのコマンダーガントレット
Runeforged Cultist Gauntlets,ルーンフォージのカルト信者のガントレット
Runeforged Blacksteel Gauntlets,ルーンフォージのブラックスティールガントレット
Runeforged Bound Cuffs,ルーンフォージの縛られたカフス
Runeforged Ancient Cuffs,ルーンフォージの古代のカフス
Runeforged Gleaming Cuffs,ルーンフォージの輝くカフス
Runeforged Adherent Cuffs,ルーンフォージの密着のカフス
Runeforged War Wraps,ルーンフォージのウォーラップ
Runeforged Elegant Wraps,ルーンフォージのエレガントラップ
Runeforged Vaal Wraps,ルーンフォージのヴァールのラップ
Runeforged Secured Wraps,ルーンフォージの固定されたラップ
Runeforged Bulwark Greaves,ルーンフォージの砦のグリーヴ
Runeforged Ornate Greaves,ルーンフォージの華美なグリーヴ
Runeforged Vaal Greaves,ルーンフォージのヴァールのグリーヴ
Runeforged Tasalian Greaves,ルーンフォージのタサリオのグリーヴ
Runeforged Cinched Boots,ルーンフォージの締め具のブーツ
Runeforged Cavalry Boots,ルーンフォージの騎兵隊のブーツ
Runeforged Dragonscale Boots,ルーンフォージの竜鱗のブーツ
Runeforged Drakeskin Boots,ルーンフォージのドレイクスキンブーツ
Runeforged Bound Sandals,ルーンフォージの縛られたサンダル
Runeforged Luxurious Slippers,ルーンフォージの豪華な履物
Runeforged Sandsworn Sandals,ルーンフォージの砂漠の民のサンダル
Runeforged Sekhema Sandals,ルーンフォージのセケマのサンダル
Runeforged Veteran Sabatons,ルーンフォージの老兵のサバトン
Runeforged Noble Sabatons,ルーンフォージの貴族のサバトン
Runeforged Fortress Sabatons,ルーンフォージの要塞のサバトン
Runeforged Blacksteel Sabatons,ルーンフォージのブラックスティールサバトン
Runeforged Faithful Leggings,ルーンフォージの忠義者のレギンス
Runeforged Apostle Leggings,ルーンフォージの使徒のレギンス
Runeforged Warlock Leggings,ルーンフォージのウォーロックレギンス
Runeforged Cryptic Leggings,ルーンフォージの謎のレギンス
Runeforged Wanderer Shoes,ルーンフォージの放浪者の靴
Runeforged Charmed Shoes,ルーンフォージのチャームドシューズ
Runeforged Quickslip Shoes,ルーンフォージのクイックスリップシューズ
Runeforged Daggerfoot Shoes,ルーンフォージのダガーフットシューズ
Runeforged Royal Tower Shield,ルーンフォージの王家のタワーシールド
Runeforged Fortress Tower Shield,ルーンフォージの要塞のタワーシールド
Runeforged Vaal Tower Shield,ルーンフォージのヴァールのタワーシールド
Runeforged Tawhoan Tower Shield,ルーンフォージのタウホアのタワーシールド
Runeforged Mammoth Targe,ルーンフォージのマンモスのタージ
Runeforged Baroque Targe,ルーンフォージのバロックのタージ
Runeforged Soaring Targe,ルーンフォージの飛翔のタージ
Runeforged Golden Targe,ルーンフォージの黄金のタージ
Runeforged Intricate Crest Shield,ルーンフォージの精緻なクレストシールド
Runeforged Sekheman Crest Shield,ルーンフォージのセケマのクレストシールド
Runeforged Vaal Crest Shield,ルーンフォージのヴァールのクレストシールド
Runeforged Blacksteel Crest Shield,ルーンフォージのブラックスティールクレストシールド
Runeforged Gutspike Buckler,ルーンフォージのガットスパイクバックラー
Runeforged Ancient Buckler,ルーンフォージの古代のバックラー
Runeforged Desert Buckler,ルーンフォージの砂漠のバックラー
Runeforged Druidic Focus,ルーンフォージのドルイドのフォーカス
Runeforged Leyline Focus,ルーンフォージのレイラインフォーカス
Runeforged Sacred Focus,ルーンフォージの聖なるフォーカス
Runeforged Tasalian Focus,ルーンフォージのタサリオのフォーカス
Runeforged Wooden Club,ルーンフォージの棍棒
Runemastered Wooden Club,ルーンマスターの棍棒
Runeforged Slim Mace,ルーンフォージの細身のメイス
Runeforged Spiked Club,ルーンフォージのトゲ付きの棍棒
Runeforged Warpick,ルーンフォージのウォーピック
Runeforged Kalguuran Forgehammer,ルーンフォージのカルグールのフォージハンマー
Runeforged Morning Star,ルーンフォージのモーニングスター
Runeforged Felled Greatclub,ルーンフォージの倒木のグレートクラブ
Runemastered Felled Greatclub,ルーンマスターの倒木のグレートクラブ
Runeforged Oak Greathammer,ルーンフォージのオークグレートハンマー
Runemastered Oak Greathammer,ルーンマスターのオークグレートハンマー
Runeforged Forge Maul,ルーンフォージの鍜治場の大槌
Runeforged Studded Greatclub,ルーンフォージの鋲付きの金棒
Runemastered Studded Greatclub,ルーンマスターの鋲付きの金棒
Runeforged Cultist Greathammer,ルーンフォージのカルティストグレートハンマー
Runeforged Temple Maul,ルーンフォージの寺院の大槌
Runeforged Leaden Greathammer,ルーンフォージの鉛のグレートハンマー
Runeforged Crumbling Maul,ルーンフォージの朽ちた大槌
Runeforged Pointed Maul,ルーンフォージの尖った大槌
Runeforged Hardwood Spear,ルーンフォージの硬材の槍
Runeforged Ironhead Spear,ルーンフォージの鉄頭のスピア
Runemastered Ironhead Spear,ルーンマスターの鉄頭のスピア
Runeforged Hunting Spear,ルーンフォージのハンティングスピア
Runeforged Winged Spear,ルーンフォージの翼刃のスピア
Runeforged War Spear,ルーンフォージのウォースピア
Runeforged Forked Spear,ルーンフォージの双頭の槍
Runeforged Barbed Spear,ルーンフォージのトゲ付きの槍
Runeforged Wrapped Quarterstaff,ルーンフォージの巻き布のクォータースタッフ
Runeforged Long Quarterstaff,ルーンフォージのロングクォータースタッフ
Runemastered Long Quarterstaff,ルーンマスターのロングクォータースタッフ
Runeforged Gothic Quarterstaff,ルーンフォージのゴシッククォータースタッフ
Runemastered Gothic Quarterstaff,ルーンマスターのゴシッククォータースタッフ
Runeforged Crescent Quarterstaff,ルーンフォージの三日月のクォータースタッフ
Runeforged Steelpoint Quarterstaff,ルーンフォージのスチールポイントクォータースタッフ
Runeforged Crude Bow,ルーンフォージの粗雑な弓
Runeforged Shortbow,ルーンフォージのショートボウ
Runeforged Warden Bow,ルーンフォージの監視者の弓
Runeforged Recurve Bow,ルーンフォージのリカーブボウ
Runeforged Composite Bow,ルーンフォージのコンポジットボウ
Runeforged Dualstring Bow,ルーンフォージのデュアルストリングボウ
Runeforged Zealot Bow,ルーンフォージの狂信者の弓
Runeforged Makeshift Crossbow,ルーンフォージの間に合わせのクロスボウ
Runeforged Tense Crossbow,ルーンフォージの張り詰めたクロスボウ
Runemastered Tense Crossbow,ルーンマスターの張り詰めたクロスボウ
Runeforged Sturdy Crossbow,ルーンフォージの頑丈なクロスボウ
Runeforged Dyad Crossbow,ルーンフォージの対のクロスボウ
Runemastered Dyad Crossbow,ルーンマスターの対のクロスボウ
Runeforged Bombard Crossbow,ルーンフォージの爆撃のクロスボウ
Runeforged Changeling Talisman,ルーンフォージの変身のタリスマン
Runeforged Nettle Talisman,ルーンフォージのイラクサのタリスマン
Runemastered Nettle Talisman,ルーンマスターのイラクサのタリスマン
Runeforged Familial Talisman,ルーンフォージの眷属のタリスマン
Runemastered Familial Talisman,ルーンマスターの眷属のタリスマン
Runeforged Vicious Talisman,ルーンフォージの獰猛のタリスマン
Flanged Mace,フランジメイス
Crown Mace,クラウンメイス
Molten Hammer,溶融ハンマー
Strife Pick,ストライフピック
Fortified Hammer,頑丈なハンマー
Marauding Mace,略奪のメイス
Akoyan Club,アコヤのクラブ
Anvil Maul,金床の大槌
Sacred Maul,聖なる大槌
Ironwood Greathammer,鉄木のグレートハンマー
Fanatic Greathammer,熱狂者のグレートハンマー
Ruination Maul,破滅の大槌
Massive Greathammer,巨大なグレートハンマー
Tawhoan Greatclub,タウホアのグレートクラブ
Aberrant Sledge,異形のスレッジ
Runemastered Aberrant Sledge,ルーンマスターの異形のスレッジ
Sinister Quarterstaff,邪悪なクォータースタッフ
Lunar Quarterstaff,月のクォータースタッフ
