source,translation
"""...Lack of progress on the device has given the High Templar cause for suspicion.
Clapped in irons, I was lead off to the Theopolis prisons for my insubordination.
I must find my way from these chains at all costs. The Elder is coming for us.
Only I can save us from this blasphemy that will soon befall Oriath...""","「装置の進捗がないことはハイテンプラーの疑いを生んでしまった。
枷をはめられ、私は反抗の罪でテオポリスの牢獄へと連れて行かれた。
何に代えてもこの鎖から逃れる方法を見つけなければ。エルダーがやってくる。
近くオリアスに訪れる冒涜から我らを救えるのは私だけなのだ...」"
"""...Venarius, that bastard... he marched me through the streets.
His men beat me within an inch of death... I... I told him everything.
He demanded that I take all of us into the dreamlands, to meet with the Elder.
Using the device, we stepped through, setting foot in the Atlas of Worlds...""","「...ヴェナリウスめ...奴は私に街路を歩かせた。
奴の部下が私を死の寸前まで殴った...私は...私は彼に全てを話した。
彼は私に皆を夢の世界へと連れて行くように、エルダーと合わせるように言った。
装置を使い、我らは向こう側へ、アトラス・オブ・ワールドへと踏み込んだ...」"
"""...It wasn't long before we were met by the Shade itself.
The very essence of the Elder, demanding of me in visions to
tell it why I had returned. But before I could answer,
Venarius stepped forward and greeted the phantom...""","「...影そのものに出会うまで長くはかからなかった。
エルダーの本質は映像を通し何故私が戻ったのかを
説明するように要求した。しかし私が答えられる前に、
ヴェナリウスが前へ踏み出しその霊に声をかけた...」"
"""...Before we knew it, we stood at the base of that blasphemous effigy.
""Pull the sword from my chest."" The Elder imposed, and Venarius didn't hesitate.
The earth shook in the face of the Elder's reunion with its body. The true scope of the
Elder befell the High Templar and his men, and as it began to feed, I began to run...""","「...気づいた時には、我々はあの冒涜的な像の前に立っていた。
『剣を我が胸から抜け』とエルダーは頼み、ヴェナリウスは躊躇わなかった。
エルダーの肉体との再開に大地は揺れた。エルダーの肉体の真なる規模が
ハイテンプラーと彼の部下達に降りかかり、それが喰らい始めたと同時に、私は逃げ始めた...」"
"""...I fear this to be the end. Not just the end for me, but the end of all things.
The Elder has been freed. Soon it will feast on me... on the rest of the world.
It was too late for me. The Elder had to be stopped. I knew of the shaping powers.
Only I could have a hope at defeating the Elder...""","「これが終焉ではないかと恐れている。私にとってだけではなく、万物にとっての終焉だ。
エルダーは自由になった。すぐにあれは私を喰らい...残りの世界を喰らう。
私にとっては手遅れだった。エルダーは止めなければならなかった。私は形成する力を知っていた。
エルダーを倒すことができるのは私だけだった...」"
"I spent my life shining a light on truth...
but some things should remain in darkness,
locked away for all eternity.","私は真実を照らすことに生涯を費やした...
だが闇の中に残すべきものもある。
永遠に封印されて。"
Be not stirred by the Void.,虚無に心を動かすな。
Let madness take control.,狂気に支配させよ。
"Where the body's limits begin,
the mind's limits end.","肉体の限界が始まる場所で、
精神の限界は終わる。"
"Blurred is the boundary
between creator and destroyer.","創造者と破壊者の
境界は滲んでいる。"
"A weapon born of nothingness,
can only create more nothingness.","虚無から作られし武器は
更なる虚無しか作り出せぬ。"
Even emptiness may be harnessed.,空虚でさえ制御することができる。
"The First of the Deep was the First of All.
It was He who conquered the waves,
who stood guard as land rose from sea.","深海の始祖は全ての始祖だった。
大地が海から上った時、
それを阻む波を攻略したのは彼だった。"
"When the rains come, we cower beneath shelter.
The First of the Deep teaches us
that we should seek no shelter but ourselves.","雨が来る時、我々は屋根の下で身をかがめる。
深海の始祖は我らが求めるべき屋根は
我々自身以外にないということを教えてくれる。"
"The stone that stays in the waves soon crumbles to sand.
The First of the Deep teaches us to watch the tides
and choose our moments to move wisely.","波の中に居続ける岩はすぐに砂と化す。
深海の始祖は我々に潮の満ち引きを見て
動く瞬間を賢明に選ぶことを教えてくれる。"
"When the land rose above the sea, The First of the Deep did not move.
When the sky turned to fire, The First of the Deep did not perish.
We must remember our place, and play to our strengths.","陸が海から上った時、深海の始祖は動かなかった。
空が炎と化した時、深海の始祖は滅びなかった。
我らは自分の居場所を忘れず、強みを活かさねばならない。"
"A general may carry his men to greatness,
or be dragged beneath the mire by their burden.","将軍は兵士たちを栄光へと運ぶこともあれば、
その重荷で沼へと引きずり込まれることもある。"
"The First of the Plains was the First of the Hunt
It was she who showed us that there is honour
in waiting in the shadows and picking your moment.","平原の始祖は狩りの始祖だった。
影の中に潜み、好機を待つことに
名誉があることを我らに示したのは彼女だった。"
"""Attempt #120: the prototype has finally achieved power similar to the original
without breaking all the bones of the test subject. A rousing success.""","「試みその120：このプロトタイプはついに被検体の骨を全て折らずにオリジナルに近い
力に至った。素晴らしい成功だ」"
"It is a fool who strikes the turtle's shell.
The First of the Plains teaches us to exploit weaknesses,
and where no weakness can be found, to create one.","「亀の甲羅を殴る者は愚か者だ。
平原の始祖は我らに弱点をつくこと、
そして弱点が見つからない時は弱点を作ることを教えてくれる」"
"A hungry beast wastes no energy.
Every strike, no matter how small, must work towards victory.
The First of the Plains teaches us
that the largest prey can still be whittled away.","空腹の獣は力を無駄にしない。
全ての攻撃は、どれだけ小さいものでも、勝利へ向かうものでなければならない。
平原の始祖は最も大きな獲物でさえ
削り切ることができることを教えてくれる。"
"A secret is a weapon your enemies do not have.
When the First of the Plains hunted, she moved in silence and acted quickly.
To do otherwise is to arm your foes.","秘密とは敵が持っていない武器だ。
平原の始祖が狩りをした時、彼女は静かに動き、素早く行動した。
そうしなければ敵に武器を与えるだけだ。"
"When the inferno spread across the land,
it was the First of the Sky who singed his feathers
as he brought the flames to a standstill.","業火が大地を広がっていった時、
己の羽を焼きながら炎を止めたのは
空の始祖だった。"
"The First of the Sky was the Last of the First.
It was he who showed us that our limits are self-imposed,
that what we take for law may just be an illusion.","空の始祖は最後の始祖だった。我らの限界は
我らが自身に課したものであり、我らが法だと思っているものは
幻想に過ぎぬかもしれないということを示したのは彼だった。"
"A bird, too heavily laden, cannot take flight.
The First of the Sky teaches us to put aside our possessions
so that we may live more freely.","重荷を積みすぎた鳥は飛ぶことはできない。
空の始祖は我らが自由に生きられるよう
財産を置いておくことを教えてくれる。"
"Though we are individual, we share the same plight.
The First of the Sky teaches us that unity and selflessness,
not division and greed, is what will carry us upwards.","我らは別々であるが、我らは同じ苦境の中にいる。
空の始祖は我らを空へと運ぶのは分裂と欲望ではなく、
統一と自己犠牲であると教えてくれる。"
"The First of the Night was the first explorer
It was she who first braved night's terrors
and found comfort in silence and solace.","夜の始祖は最初の探検家だった。
初めて夜の恐怖に立ち向かい
沈黙と安堵に安らぎを見出したのは彼女だった。"
"A hunter uses everything at their disposal.
The First of the Night did not hold back her venom.
She used it to weaken her enemies,
and used her enemies to strengthen her many children.","狩人は使えるものは全て使う。
夜の始祖は彼女の毒を隠さなかった。
彼女はそれを使い敵を弱らせ、
敵を使い彼女の多くの仔を強めた。"
"A burden shared is a burden made lighter.
The First of the Night teaches us that our burdens
are not just ours to bear, but ours to use against oppressors.","分かち合った重荷は軽くなった重荷だ。
夜の始祖は我らの重荷は我らが運ぶだけのものではなく、
圧制者に対して使うものであると教えてくれる。"
"When the fires spilled out of the mountain, The First of the Night wove a net
and was carried into the night on its hot winds.
Though we cannot live without danger, we can learn to live with it.","山から炎が零れだした時、夜の始祖は網を編み、
熱風に乗って夜へと運ばれた。
我らは危険無く生きていくことはできぬが、危険と共に生きることを学ぶことはできる。"
"Gleeful are the few
who bask in the blood of the many.","上機嫌なのは
大勢の血を浴びる少数だ。"
"When it comes to finding a use for surplus,
a rich man has within himself
boundless creativity.","余りの使い道を見つけることに関しては、
裕福な男は彼の中に
無限の創造性を持つ。"
"""Better... stronger... more vital... and then... failure. Always, failure.
What key fundamental secret are we missing?""","「より良く、より強く、より元気に...そして...失敗だ。いつも、失敗だ。
どんな根本的な秘密を我々は見逃しているのだ？」"
"When your skin sloughs, and your blood cooks,
you'll wish the lightning strike had killed you.","肌が壊死し血が焼けた時、
雷撃で死んでいればよかったと思うだろう。"
"What started as a desire to feed
became a desire to learn...","最初は喰らいたいという欲求だったものは
知りたいという欲求に変わっていった..."
"Great works take time.

<default>{This item can be transformed on the Altar of Sacrifice along with Vial of Dominance}","いい仕事には時間がかかる。

<default>{このアイテムは支配の小瓶と共に生贄の祭壇で変化させることができる。}"
A plan without a deadline stays a plan.,締め切りのない計画はいつまでも計画のままだ。
"Our flesh is our most sacred gift.
Taint it not with the occult.

<default>{This item can be transformed on the Altar of Sacrifice along with Vial of Summoning}","肉体は我らの最も神聖な宝だ。
超常でそれを汚すな。

<default>{このアイテムは召喚の小瓶と共に生贄の祭壇で変化させることができる。}"
"From the flesh of the gods, Xibaqua was born.
From the carnage of Xibaqua, we were born.
It is our duty to return to the gods what was once theirs.","神々の肉体から、シバクアは生まれた。
シバクアの虐殺から、我らは生まれた。
かつては神々のものだったものを彼らの返すのは我らの義務だ。"
"The heart grows slow,
the spirit grows strong.

<default>{This item can be transformed on the Altar of Sacrifice along with Vial of Awakening}","心臓は遅くなり、
魂は強くなる。

<default>{このアイテムは覚醒の小瓶と共に生贄の祭壇で変化させることができる。}"
"Give him your body, and your burdens will follow.",彼に其方の肉体を捧げれば、其方の重荷もそれに続くだろう。
"Destined for sacrifice,
they were dressed in garments
that blurred the lines between this world
and the next.","生贄に捧げられる運命の彼らは
この世と次の世の境界をぼかす
衣服を着せられていた。"
"The seed of life, saved and savoured.

<default>{This item can be transformed on the Altar of Sacrifice along with Vial of Sacrifice}","取り置かれ味わわれた生命の種。

<default>{このアイテムは生贄の小瓶と共に生贄の祭壇で変化させることができる。}"
"We are incapable of change without sacrifice, for we are both the iron and the forge.",我らに犠牲無き変化は不可能だ。我らは鉄であり、炉であるのだから。
"We are born raw and untested, and we are shaped by life.

<default>{This item can be transformed on the Altar of Sacrifice along with Vial of Transcendence}","我らは未加工で試されずに生まれ、生により形作られる。

<default>{このアイテムは超越の小瓶と共に生贄の祭壇で変化させることができる。}"
"Though the body rots, the spirit lives on.

<default>{This item can be transformed on the Altar of Sacrifice along with Vial of Transcendence}","肉体は腐れども、魂は生き続ける。

<default>{このアイテムは超越の小瓶と共に生贄の祭壇で変化させることができる。}"
"Any thought, no matter how fleeting, changes the thinker.

<default>{This item can be transformed on the Altar of Sacrifice along with Vial of Transcendence}","思考は、どれだけ短命のものでも、思考者を変質させる。

<default>{このアイテムは超越の小瓶と共に生贄の祭壇で変化させることができる。}"
"We are as much shaped by what we do
as what is done to us.","我らは我らにされたことと同じくらい
我らがしたことにより形成される。"
"Take comfort knowing that, even in death,
we may serve our Queen and fuel her empire.","知れ、そして安心せよ。我らは死しても女王に仕え、
彼女の帝国を動かせるということを。"
"A keen mind sees what others do not,
makes connections where others do not,
and is dangerous in a way that others are not.","我らは死しても女王に仕え、彼女の帝国を
動かせることを知れ、そして安心せよ。"
"Freedom is for the privileged, even in death.

<default>{This item can be transformed on the Altar of Sacrifice along with Vial of the Ghost}","自由は特権だ。死んだ後でさえも。

<default>{このアイテムは幽霊の小瓶と共に生贄の祭壇で変化させることができる。}"
"""What care have I for their pain? They're already dead.""
- Atalui, Vaal Priestess","「彼らの苦痛なんてどうでもいいではないですか。もう死んでいるのでしょう」
ーヴァールの女神官アタルイ"
"For the Vaal, the relationship between slave and master
was as intimate and volatile as that of lovers.","ヴァールにとって、奴隷と主の関係は
愛人のそれと同じくらい親しく危険なものだった。"
"Facing their death,
the mind of a sacrifice
retreats into instinct and madness.

<default>{This item can be transformed on the Altar of Sacrifice along with Vial of the Ritual}","死に直面し
生贄の精神は
本能と狂気へと退行して行く。

<default>{このアイテムは儀式の小瓶と共に生贄の祭壇で変化させることができる。}"
"Facing their death,
the mind of a sacrifice
retreats into instinct and madness.","死に直面し
生贄の精神は
本能と狂気へと退行して行く。"
"Only a fool seeks meaning
in a life so fleeting.","儚き生に意味を求めるのは
愚者だけだ。"
"As a gift or as punishment,
the Empire will have your blood.

<default>{This item can be transformed on the Altar of Sacrifice along with Vial of Consequence}","捧げものとして、あるいは罰として、
帝国はお前の血を手に入れる。

<default>{このアイテムは結果の小瓶と共に生贄の祭壇で変化させることができる。}"
"Death is your most important duty.
Face it, or curse your bloodline for all eternity.","死は最も重要な義務だ。
受け入れるか、永劫に己の血筋を呪うかだ。"
"Through war we found peace. Through death we found advancement.
Our ancestors did not know where their actions would take them.
Are we any better?

<default>{This item can be transformed on the Altar of Sacrifice along with Vial of Fate}","戦を通し我らは平和を見つけた。死を通し我らは進歩を見つけた。
我らの先祖は己の行動がどこに繋がるかを知らなかった。
我々はましになったのか？

<default>{このアイテムは運命の小瓶と共に生贄の祭壇で変化させることができる。}"
"Doryani promises immortality, yet we build great structures,
carve magnificent works into stone, so a part of us lives onward.
A sign of faithlessness through action.","ドリヤニは不老不死を約束するが、我らは我らの一部が残されるよう
巨大な建造物を建て、石には壮大な芸術を刻む。
信用のなさを行動で示している。"
"War is a thriving infection.
It numbs the heart and eats away at the soul
until only emptiness remains.","戦は流行している感染症だ。
心を麻痺させ魂を喰らう
後には空虚だけが残るまで。"
"There the weary multitude of man-kind
shall turn in their masses into the wide fire,
where the destroying flame embraces the living,
some will go up, some down, filled with misery.","そこでくたびれた人類の群衆は
広き炎に民を捧げるだろう
破壊の炎は生者を抱擁し
一部は上へ行き、一部は悲しみに包まれ下へ行く。"
"""Lord of Bone, Lord of Flesh, yet all that we can
master turns to ash.""
- Researcher Arn","「骨の王、肉体の王、しかし我らが
修められる全ては灰と化す」
ー研究者アーン"
"""Great minds wish to reveal all the secrets of time and space.
But it does not matter. Creation, the act of Matter Metamorphosis,
is the only secret worth discovering.""
- Zeel, Vaal Tinkerer","「偉大なる頭脳は時空の全ての秘密を明かすことを願っている。
しかしそれはどうでも良い。創造、物質の変化こそが
発見するに値する唯一の秘密だ」
ーヴァールの機械師ゼール"
"An Emperor must conquer his own darkness
before he can act as a beacon of light.","皇帝は光明となる前に
己の闇を克服しなければならない。"
"Kaom watched the torches patrol the top of the Watch.
He observed the lay of the beach, its barricades and rocks,
and his men in their canoes, ready to lay their lives down for him.
But when his foot hit the sand, he thought only of the fight.","カオムは監視塔の頂上を警備する松明を見た。
彼は浜辺の様子、その防塞と岩を見た。
カヌーに乗り命を捨てる覚悟を持つ彼の部下を見た。
しかし、彼の足が砂を踏むと、彼は戦いのことだけを考えた。"
"Standing behind iron bars,
Daresso thought of his adoring fans cheering his name,
his wife's warm embrace waiting for him,
and of the celebrations that would soon be thrown in his name.
But when the arena gate lifted, he thought only of the fight.","鉄格子の向こうに立ちながら、
ダレッソは自らの名を呼ぶファンの声援を思い浮かべた。
自らを待つ妻の暖かい抱擁を思い浮かべた。
まもなく開かれる自らの名を冠した祝賀会を思い浮かべた。
だが、アリーナの門が開くと、彼は戦いのことだけを考えた。"
"Voll stood at the gates of Sarn, and a nation stood behind him.
He thought of the righteousness of his cause,
and of the glory he would bring to the empire he would soon lead.
But as Chitus and his gemlings advanced, he thought only of the fight.","ヴォールはサーンの城門に立ち、その背後には彼の国民が立っていた。
彼は自らの大義の正しさを考えた。
まもなく自らが率いるであろう帝国にもたらすはずの栄光を考えた。
だが、チタスと彼のジェムリングが前進すると、彼は戦いのことだけを考えた。"
"""No man, before or since,
has climbed to such lofty heights
or fallen so far.""
- Voll, Emperor of Purity","「後にも先にも、このような遥かなる高みに昇った人間も、
これほどまで堕落した人間もいない」
―浄化の皇帝、ヴォール"
"""I don't know how I know,
I just know that I know.""",「どうしてわかるのかわからない、ただ理解るんだ。」
"When you're on the run,
look only to yourself for survival.","逃げる時は、
生き残るために自分だけに目を向けろ。"
"Xibaqua's treachery was met with divine fury.
One by one, the gods reclaimed their flesh,
until all that remained was a droplet of pure light:
The first Vaal.","シバクアの裏切りは神の怒り受けた。
一人ずつ、神々はその肉を求め、
そして純粋な光の雫だけが残った。
最初のヴァール"
"So great was the thaumaturgy of a bloodpriest's mark,
that sacrifices soon welcomed their death.","血の司祭の印の魔術は偉大であった。
生贄はすぐに死を迎えた。"
Death is but the start of your servitude.,死は隷属の始まりに過ぎない。
We serve only the Night.,我らは夜にのみ仕える。
"There was never a simpler time.
Just simpler motivations.","今より単純な時代などなかった。
ただ、動機が単純だっただけだ。"
"The leash of the lifegiver
binds in both directions.","生命を与える者の鎖は
両方向に縛る。"
"""One coy look. One blown kiss. One word spoken.
One night I wish I'd forget.""","「色っぽい視線、投げキッス、たった一言の会話。
忘れたい一夜の記憶。」"
He was a lot luckier before he lost this.,これを失う前の彼は今よりずっと幸運だった。
"The empire is both the tree and the fruit.
It provides safe harbour as ideas grow within,
and when the time is right, the apple is picked.
The idea, and our ideals, take root.","帝国とは木であり、そこになる実である。
アイディアの芽を育む安全な港を提供し、
そして時が来れば、りんごは摘まれる。
アイディア、そして我々の理想が、根付く。"
"Sing with me one last duet,
the curtain closes nigh.
Join me in a quiet song,
Before we all must die.","最後のデュエットを歌いましょう、
幕が閉じてしまうまで。
静かな歌に加わって、
私たちすべてが死ぬ前に。"
The greatest of guardians make the greatest of sacrifices.,最も偉大な守護者は、最も偉大な犠牲を払う。
"""Feel the pain of ancient wounds.
Feel the doom of dying souls.""","「太古の傷の痛みを感じよ。
死にゆく魂の破滅を感じよ。」"
"You will know if your subjects follow you from fear
or respect when you have your first moment of weakness.
If it's the former, they will tear you into pieces like rabid dogs.","家臣の従属が恐れによるものか尊敬によるものかは、王が弱った時にわかる。
前者によるものであれば、彼らは狂犬のように王を切り裂くだろう。"
"It was not his fearlessness or ferocity, nor his tactical genius,
it was his leadership that earned Aul, the Last King, his crown.","それは彼の大胆さでも、獰猛さでも、戦術の天才であったからではない。
最後の王アウルが彼の王冠を手にしたのは、彼のリーダーシップの故である。"
"Fleeing the destruction set upon her home,
the Clayshaper sought safety in the clouds of ash above.

<default>{This item can be combined with a Meadow and Valley ring at a Vendor.}","故郷の破壊から逃れ、
クレイシェイパーは頭上の灰の雲に避難した。

<default>{このアイテムは、草地のリングおよび谷のリングとベンダーで組み合わせる事が可能です。}"
"Where once had stood a village, lay naught but splinters.
Some had once been her home.
Some had once been her creations.
Some had once been her family.

<default>{This item can be combined with a Mountain and Valley ring at a Vendor.}","かつて村があった場所には、
破片だけが残されていた。
その一部はかつて彼女の家であり、
その一部はかつて彼女の創造物であり、
その一部はかつて彼女の家族であった。

<default>{このアイテムは、山のリングおよび谷のリングとベンダーで組み合わせる事が可能です。}"
"The river, once fertile and fresh,
and flowing briskly to the sea,
now stood, stained, at a standstill.
Dammed by the coagulating dead.

<default>{This item can be combined with a Meadow and Mountain ring at a Vendor.}","かつて肥沃で新鮮だった川は
海へ向かって勢いよく流れていた
だが今は、汚れたまま、流れが止まっている。
死者の塊に堰き止められて。

<default>{このアイテムは、草地のリングおよび山のリングとベンダーで組み合わせる事が可能です。}"
"The narrow path turned to rough rocks that led towards the sky.
One last obstacle in a life-long journey
to find a land they could call home.

<default>{This item can be combined with a Meadow and Valley ring at a Vendor.}","狭い道は荒々しい岩山へと変わり、空へと続いていた。
故郷と呼べる土地を探す生涯の旅の最後の難関だ。

<default>{このアイテムは、草地のリングおよび谷のリングとベンダーで組み合わせる事が可能です。}"
"Cold winds blasted what little grew on the icy surface.
The gifts of the land lay hidden deeper,
and only patience and persistence would free them.

<default>{This item can be combined with a Mountain and Valley ring at a Vendor.}","冷たい風は、氷の表面にわずかに生えるものを吹き飛ばした。
この土地の恵みはもっと深いところに隠されていた。
忍耐と粘り強さだけが、それを解放してくれるだろう。

<default>{このアイテムは、山のリングおよび谷のリングとベンダーで組み合わせる事が可能です。}"
"Sheltered beneath thick ice,
the river ferried fat fish towards the sea.
But the First King knew the river's secret,
and the fish were not the only ones who grew fat.

<default>{This item can be combined with a Meadow and Mountain ring at a Vendor.}","厚い氷の下に守られ
川は太った魚を海へ運んでいた。
しかし、最初の王は、川の秘密を知っていた。
太っていたのは魚だけではなかった。

<default>{このアイテムは、草地のリングおよび山のリングとベンダーで組み合わせる事が可能です。}"
"He surveyed his lands, green and vital,
watched with pride as his slaves quarried fine stone for his fortress,
and thanked the heavens for his many blessings.
But this pilgrimage to the peak was to be his last.

<default>{This item can be combined with a Meadow and Valley ring at a Vendor.}","彼は緑豊かで活気あふれる自らの土地を見て回った。
奴隷たちが要塞のために上質な石を切り出すのを誇らしげに眺め、
天の恵みに感謝した。
しかし、この山頂への旅が彼の最後の旅となった。

<default>{このアイテムは、草地のリングおよび谷のリングとベンダーで組み合わせる事が可能です。}"
"The fields were silent but for the plucking of fruits,
the rustling of leaves, and the breaking of stone.
No slave dared to speak or look the passing king in the eye.
No one... except Aul.

<default>{This item can be combined with a Mountain and Valley ring at a Vendor.}","果実を摘み取る音以外は、草原に音はなかった。
葉を揺らす音、石を割る音が聞こえた。
通り過ぎる王に話しかけ、その目で見ようとする奴隷はいなかった。
ただ一人... アウルを除いては。

<default>{このアイテムは、山のリングおよび谷のリングとベンダーで組み合わせる事が可能です。}"
"With no stone for rebuilding, each storm took its toll on the village.
Huts eventually collapsed, their occupants injured or dead.
Bodies were left by the river, to appease the gods.
But the dead would not remain there.

<default>{This item can be combined with a Meadow and Mountain ring at a Vendor.}","再建のための石もなく、嵐のたびに村は打撃を受けた。
小屋は倒れ、住人は怪我をし、死ぬものもいた。
神々を鎮めるために、遺体は川辺に放置された。
しかし、死者はそこに留まることはなかった。

<default>{このアイテムは、草地のリングおよび山のリングとベンダーで組み合わせる事が可能です。}"
History teaches humility.,歴史は謙虚さを教えてくれる。
"In the weeks that followed the Cataclysm,
the dead began to rot and fester.
The air fouled with such concentration,
that passing birds drowned in flight.","大災害の後の数週間で
死者は腐敗し、膿み始めた。
空気は悪臭で濃縮され、
飛びながらにして鳥は溺れ死んだ。"
"Though we live and act as individuals,
in truth, we are tethered together.
The barriers that divide us need not be broken
for our spirits to become entangled.","我らは個人として生き、行動するが、
実は我らは互いに結びついているのだ。
我らを隔てる障壁を壊す必要はない、
我らの魂は絡み合っているのだから。"
"Time, like light, can be refracted into all its myriad colours.
The first shade is beautiful, but the last will drive the unwary insane.","時は、光のように無数の色に屈折させることができる。
最初の色は美しいが、最後の色は不用心な者を狂わせるだろう。"
"""There were no survivors. It had only been fired twice.""
- Order of the Djinn inscription","「生存者はいなかった。二回しか放たれていないのに。」
―ジンの結社の碑文"
"""Fusing the parasite with another ring has manifested unpredictable effects.
I theorise the sacrificial vessel's level of anguish is a key variable.""
- Arzaak, Syndicate Researcher","「寄生虫を他のリングと融合すると、予測できない効果が現れる。
生贄となる容器の苦悩の度合いが 重要な変数だと考えている。」
―シンジケートの研究者アルザーク"
A controlled burn is sometimes necessary for new life.,新しい命を育むためには、管理された焼却が必要な場合もある。
Open the way to new and dangerous lands.,危険な新天地への道を切り開く。
Is it better to find new lands - or to create them?,新しい土地を探すほうがいいのか、それとも作るほうがいいのか？
See the land as it is.,その土地の今の姿を見よ。
"See creation as it was, aflame and frantic.",燃え上がり、狂乱した創造物の過去の姿を見よ。
"See creation as it will be, frozen and silent.",凍りつき、沈黙する創造物の未来の姿を見よ。
"See creation as it is, energetic and storming.",エネルギーに溢れ、嵐のような創造物の今の姿を見よ。
There can be no defence against the celestial siblings entropy and time.,天の兄弟であるエントロピーと時間に対して、身を守ることなどできようがない。
"""The form of this replica came to me in a troubled dream.
I do not believe we should ever allow it to be used.""
- Researcher Arn","「このレプリカの形は、問題のある夢の中で思い浮かびました。
決して使用させるべきものではないと思っています。」
―研究者アーン"
What has no siblings but is always a twin?,兄弟はいないが、常に双子であるものはなーんだ？
"""This is one riddle I can't solve.""
- Researcher Graven","「これは私には解けない謎だ。」
―研究者グレイヴン"
Cold winds whirl at the crown of the world.,世界の王冠に冷たい風が渦巻く。
"In their crimson nightmare, the Vaal are still sacrificing themselves to her glory and beauty.
They stab their own hearts and cry out in ecstasy, only to rise again.",真紅の悪夢の中で、ヴァール人は彼女の栄光と美のために今もなお自らを捧げている。自らの心臓を突き刺し、恍惚とした表情で叫び、そして再び起き上がるのだ。
The spirit hungers for the flesh.,魂は肉に飢えている。
"The vastness of the cosmos holds energies beyond comprehension,
should one have the fortitude to grasp them.",人間に理解を試みる不屈の精神があったとしても、広大な宇宙にはその理解を超えたエネルギーが存在する。
"""We could rival the gods with this power, if only we had the mitigating mechanisms
to make it work. A jewel, a talisman, an armour... or the Font...""",「ダメージを緩和する機構さえあれば、神々にさえ匹敵することができる。ジュエルか、タリスマンか、鎧か...あるいは神の祝福か...」
"A tourniquet for the soul, squeezing ethereal into physical.",魂を封印するもの、霊体を物体に詰め込む。
"""You covet the strength of your peers, mortal?
Perhaps it can be yours, if you are willing to make an offering of their blood...""
- Vaal Myth of the Third Snake","「人間よ、仲間の強さを渇望しているのか？おそらくそれはお前のものになる、彼らの血を捧げることを望むなら...」
ー第三の蛇のヴァール神話"
"Exceptional men and women of strong will can flicker a spark,
but something much greater is needed to unleash the wildfire of true divine flames.",強い意志を持つ特別な者は火花を散らすことができる。しかし、真の神の炎を放つには、もっと偉大なものが必要である。
The power of lightning is a power best shared.,雷の力は最も広く使われている力だ。
The judge determines worthiness by comparison to the paragon: himself.,裁判官は、自分自身という模範的な人物との比較によって他人の価値を判断する。
"I condemned an innocent man to the pyres, but to admit this mistake is to condemn myself.
My only choice is to strive harder.",私は無実の人間を火刑に処したが、この過ちを認めると自らを罰することになる。私の唯一の選択肢は、もっと努力することだ。
"My subordinates circled me eternally, attuned to the slightest weakness,
ready to tear me apart for their own gains.",部下は常に私の周りを回りうろつき、私が弱った時に、自らの利益のために私を引き裂こうとしている。
"I sacrificed a life of love for one of responsibility, so that she,
and others like her, might be kept safe.",私は責任ある仕事のために、愛ある生活を犠牲にした。彼女や彼女のような人々を守るためだ。
"I was a happy child, before the cruel truth was revealed to me.
I fight so that the children may remain ignorant.",残酷な真実が明かされるまで、私は幸せな子供だった。私は子供たちが無垢でいられるように戦う。
"I feel the moral weight of what I must do to protect Wraeclast.
I accept my guilt without shame. It is my gift to humanity.",レイクラストを守るために何をすべきか、その道徳的な重さを感じている。私は自らの罪を恥じることなく受け入れる。それは私から人類への贈り物なのだ。
"Strike true, strike hard, and leave no survivors to retaliate.",正確に、強烈に攻め、反撃し得る生存者を残すな。
"""The type Delta test subjects could have escaped with the power offered by
Prototype #15, but they suddenly chose to murder each other instead...""","「デルタ型の被験者はプロトタイプ15号の力で脱出することだってできたが、
突然お互いを殺し始めることを選んだ...」"
"Something within the machine never stops moving,
but Oriathan scholars dare not open it to find out why.","装置の中で絶えず動き続けるものがあったが、
オリアスの学者たちはそれを開いて確認することを恐れた。"
"When the time comes to face evil, the faithful are never alone.",悪と対峙する時が来た時、敬虔なる者には常に仲間がいる。
"Midnight tinkering begets midday murdering;
a sinister shaft surreptitiously shot slays a scoundrel.
I will see them again, but not until my work is done.","真夜中の修理は真昼間の殺人を生む；
隠密に射られた悪意ある矢が悪党を射殺す。
再び会うことになるだろう、だがそれは私の仕事が終わった後だ。"
"""The Midnight Tinkerer's aid was invaluable during our brief alliance,
but when we failed to make any progress on resurrection, he continued his search elsewhere...""","「我らの短い同盟が続いている間、真夜中の修理人の手助けは不可欠だった。
だが我らが蘇生に関して進展を得られなかった時、彼は余所を探しに行ってしまった...」"
The Black Sekhema's trial had only just begun.,黒きセケマの試練は始まったばかりだった。
"The champion's name echoes through time,
drowning out the whispers of the defeated.","戦士の名は時代を超えて轟き、
敗北者の囁きをかき消した。"
"Young Napuatzi was thrown into the pits, an unwilling sacrifice,
but the offer of her blood was refused.
She rose from the pit alive and anew.
A Leader. A Conquerer. A Viper.","若きナプアツィは不本意な生贄として穴に投げ込まれたが、
彼女の血の捧げ物は受け入れられなかった。
彼女は生まれ変わり穴から上った。
指導者として。征服者として。毒蛇として。"
"""Hyrri and her arrows broke the sacred code, damning herself.
Kaom seized her sacrifice, and in doing so, seized victory.""
- Lavianga, Advisor to Kaom","「ハイリと彼女の矢は聖なる掟を破り、彼女の破滅を確約した。
カオムはその犠牲を掴み、同時に勝利を掴んだのだ。」
ーカオムの相談役、ラヴィアンガ"
